Bank,region,Animal-based energy,Bio-remediation,Buffering and attenuation of mass flows,Climate regulation,Dilution by atmosphere and ecosystems,Disease control,Fibres and other materials,Filtration,Flood and storm protection,Genetic materials,Ground water,Maintain nursery habitats,Mass stabilisation and erosion control,Mediation of sensory impacts,Pest control,Pollination,Soil quality,Surface water,Ventilation,Water flow maintenance,Water quality
System,AT,1.8323718484842033,530.8472308476431,33.968473051964246,610.4996531793208,96.07338488636196,3.0903723279710817,49.670476447677295,364.6172935309639,957.3583774072823,0.01425567397006252,786.5371807670531,0.0011261392805978693,1257.8389287870566,266.56757807327926,42.72430673487401,2.400850290523106,67.98741712402547,838.5989079346091,70.03067517494586,648.370816093279,391.6805147307836
System,AU,264.5693453167598,12537.645704575714,631.5317505481498,23775.38334986611,2878.5668941679287,518.7178418038795,826.7320621615106,9394.567455174698,18992.09147657763,13.955759574300108,35364.29528683131,7.079974543593962,37836.937072585664,5312.921857721298,1089.4264257767297,389.5575691685862,1802.797254636657,35613.07321948492,1916.6761628305778,30294.21241816605,9935.495311563898
System,BE,3.153695968347478,416.3506623101089,18.412367229804744,554.7685621016709,104.87661970608775,13.028179937877551,31.44588653517688,228.91065200431768,725.1980145177415,0.06336309867534011,668.5904903259498,0.0837347775569123,910.3662767267581,215.43105539586418,30.866719909587786,6.67473909122037,57.288690027591954,608.898912631432,67.87926538363288,329.21274817436,325.386980940196
System,BG,0.11808588247668772,12.525573757335684,0.9230043293553309,13.002124537418045,3.3246103545955257,0.24744143730417897,0.7453411145310007,6.952461668136033,18.319392224071727,0.0009942402290593713,19.326873833221452,0.0011662879496660758,31.90719873654314,8.217335466629653,1.241435668750207,0.17945358790696356,2.3199334988776874,17.965108502702716,2.571179116261895,10.40123050400793,7.145768529103589
System,BR,51.850404307383954,3992.8411247707336,176.73326401655794,2507.1304314019667,585.9624976412305,92.2944006795811,185.44060259970504,1852.014808097751,3339.7436653903806,0.08952584031747403,4124.49701502751,0.432885058061772,6829.256151491948,1573.4174090325473,268.0034549916196,72.97631775966695,398.4973253364518,3656.638631580401,444.1200264417672,2028.8352119685353,1647.3780683985012
System,CA,133.84398245183036,17665.60573801789,473.78668146689176,21852.95509703026,2222.7597980644077,300.77115580370776,620.2548235256767,8886.733215003745,28803.698103612733,0.8759330951166809,28571.07531015671,3.1551763405655264,44280.735859254775,6258.580251832874,1321.3198550070854,199.02348982517123,1611.0861409694467,28420.219767831873,2208.602137101182,14594.32534753212,12762.955498868781
System,CH,612.7365073439054,15068.99053607078,2921.122820902273,22995.81658196946,4291.539419562079,1233.33258731636,1730.217481418026,12492.042148094451,31529.163486194233,19.606210396993774,30346.602573451724,0.1355943939519193,35139.72426535854,6760.004525611576,3221.4978334873645,934.910836212624,5524.642313324863,31248.211072631846,2300.1122959423333,25266.326388391648,17669.71928390398
System,CN,13266.684150233521,290289.182907214,22002.096724804403,302760.96847496525,259133.23239283508,27157.73129519042,57304.35686809077,277871.81932928227,524632.2732106086,119.0700367162313,1050121.3911778424,1276.559948513043,524193.15634051576,292195.600700463,31048.574221782972,19967.233176217564,55859.77009306102,907441.007537762,107459.05149491278,621467.7705245955,406147.0570987719
System,CY,0.04182136501492281,2.1164601108226564,0.10187349083120216,2.0645198685891906,2.0284825908785065,0.08180603636202569,0.25273530149208767,2.0793911182776643,4.308942251169715,7.506207185726484e-05,7.258187524380066,0.0010712090966125082,3.6343628293883197,2.7759781458034505,0.17881109050461938,0.06233678807158889,0.2753602965012838,6.891225386050182,0.9155972067012859,4.265591578506523,2.968721503632171
System,CZ,4.5058019578164314,688.8902351664262,22.883475495193064,425.7656214758037,145.59522882636747,8.805638431965603,19.70849747187469,301.6160870621029,682.0857606468958,0.039892626892982015,864.9076638737457,0.04014253622980222,1433.2902025974263,452.93961856084843,27.158346113014044,6.544685601182683,48.60069536254609,838.9118283394454,95.01439102062147,399.16621773195067,255.36439769565465
System,DE,54.95217756662809,19626.446366894852,678.6483492027711,21759.62894774136,14362.0147865248,108.43510238622525,673.0042032525173,19009.150994276784,43774.008949823845,0.5881886991835815,50952.63615874842,0.3416053048477007,39610.97421793547,29280.578701699716,1286.7381472817046,81.86515510042767,1992.2273360095019,45612.05037909481,9716.32515769978,37883.97506998354,26149.784701642475
System,DK,4.2174074153296575,299.5540479252287,20.882393088213117,539.2218592347397,95.6764602194723,15.536422723465236,32.73301586203135,197.88203087010461,661.4934207162758,0.08481035285316396,642.6382402398925,0.5276669712805362,631.0021997506893,177.62459857278668,32.188668291739326,8.347750157072337,67.5144933249495,551.3758116475716,66.40925018172656,282.6302071197356,371.2673769793632
System,EE,0.06941028027320892,3.126321170425353,0.2459294790927234,5.514235503797625,1.1302184266957602,0.13292278508476263,0.24336679310861778,2.3728525679342107,7.755061368146943,0.0023369333103569205,7.883873711780607,0.026594306161568517,7.776113517119754,2.69545316609803,0.38561284966675513,0.0995989267636054,0.5852589768896386,7.621376705746133,0.7383720424902066,3.980178148821351,3.2303100358710317
System,ES,35.315530202077966,15076.219872509979,632.3215834508347,11070.630857063457,1636.6005963853722,76.00025168773371,278.7136133375995,9934.132724976665,18467.917359375657,0.3531614448087824,19592.203524444114,1.444111970354477,37312.80372568928,9473.91594442036,1490.906510051268,54.660833154320436,2670.5680830504803,21740.799060480054,2146.0267523463735,12523.303444056644,6586.404143240542
System,FI,9.962274905245325,207.13110403887822,7.4182726097788665,222.5260977692847,90.05591522088345,16.49491796718865,33.82160603440293,132.60170496680792,339.2638133409057,0.024981337141642652,472.93202107923065,0.12453341177923613,413.273806218589,147.46724845537602,28.06682379234243,12.912455848938343,36.038643475663285,433.20437326921376,50.487048381234295,270.117278791385,155.23276772512196
