Bank,service,statistic,p-value,z
Credite Agricole SA,Genetic materials,618790.0,0.9999999989813487,
Credite Agricole SA,Ground water,8032367.0,0.0,
Credite Agricole SA,Maintain nursery habitats,36176.0,1.0,
Credite Agricole SA,Mass stabilisation and erosion control,6992302.0,9.097134192656524e-286,
Credite Agricole SA,Mediation of sensory impacts,1206474.0,0.0017432832045987184,
Credite Agricole SA,Pest control,816212.0,0.9982509914993268,
Credite Agricole SA,Pollination,498087.0,1.0,
Credite Agricole SA,Soil quality,1335330.0,3.316808495249337e-05,
Credite Agricole SA,Surface water,8022170.0,0.0,
Credite Agricole SA,Ventilation,1311995.0,4.276436133898688e-07,
Credite Agricole SA,Water flow maintenance,4338328.0,5.583343639591199e-152,
Credite Agricole SA,Water quality,3836273.0,8.502100802334463e-137,
Deutsche Bank AG,Animal-based energy,1002681.0,1.0,
Deutsche Bank AG,Bio-remediation,3993121.0,1.0,
Deutsche Bank AG,Buffering and attenuation of mass flows,1809816.0,1.0,
Deutsche Bank AG,Climate regulation,3707825.0,1.0,
Deutsche Bank AG,Dilution by atmosphere and ecosystems,3693479.0,1.0,
Deutsche Bank AG,Disease control,1660248.0,1.0,
Deutsche Bank AG,Fibres and other materials,2211993.0,1.0,
Deutsche Bank AG,Filtration,5003146.0,1.0,
Deutsche Bank AG,Flood and storm protection,4135201.0,1.0,
Deutsche Bank AG,Genetic materials,1350894.0,1.0,
Deutsche Bank AG,Ground water,6051336.0,0.9999999819126358,
Deutsche Bank AG,Maintain nursery habitats,146593.0,1.0,
Deutsche Bank AG,Mass stabilisation and erosion control,4348554.0,1.0,
Deutsche Bank AG,Mediation of sensory impacts,2502382.0,1.0,
Deutsche Bank AG,Pest control,2068429.0,1.0,
Deutsche Bank AG,Pollination,1287107.0,1.0,
Deutsche Bank AG,Soil quality,2316764.0,1.0,
Deutsche Bank AG,Surface water,5891963.0,0.999999999998728,
Deutsche Bank AG,Ventilation,2602366.0,1.0,
Deutsche Bank AG,Water flow maintenance,4716612.0,1.0,
Deutsche Bank AG,Water quality,4620676.0,1.0,
Goldman Sachs Group Inc,Animal-based energy,875762.0,1.0,
Goldman Sachs Group Inc,Bio-remediation,4191958.0,1.0,
Goldman Sachs Group Inc,Buffering and attenuation of mass flows,1711183.0,1.0,
Goldman Sachs Group Inc,Climate regulation,3943995.0,1.0,
Goldman Sachs Group Inc,Dilution by atmosphere and ecosystems,3701058.0,1.0,
Goldman Sachs Group Inc,Disease control,1493710.0,1.0,
Goldman Sachs Group Inc,Fibres and other materials,1980020.0,1.0,
Goldman Sachs Group Inc,Filtration,5236811.0,0.9999999999995952,
Goldman Sachs Group Inc,Flood and storm protection,4364531.0,1.0,
Goldman Sachs Group Inc,Genetic materials,1275439.0,1.0,
Goldman Sachs Group Inc,Ground water,6549060.0,0.07874879471615309,
Goldman Sachs Group Inc,Maintain nursery habitats,130277.0,1.0,
Goldman Sachs Group Inc,Mass stabilisation and erosion control,5023722.0,1.0,
Goldman Sachs Group Inc,Mediation of sensory impacts,2501371.0,1.0,
Goldman Sachs Group Inc,Pest control,1958554.0,1.0,
Goldman Sachs Group Inc,Pollination,1194973.0,1.0,
Goldman Sachs Group Inc,Soil quality,2264691.0,1.0,
Goldman Sachs Group Inc,Surface water,6448582.0,0.32756010219009535,
Goldman Sachs Group Inc,Ventilation,2537331.0,1.0,
Goldman Sachs Group Inc,Water flow maintenance,4809003.0,1.0,
Goldman Sachs Group Inc,Water quality,4634151.0,1.0,
Groupe BPCE,Animal-based energy,306504.0,1.0,
Groupe BPCE,Bio-remediation,3587824.0,7.162224593943148e-38,
Groupe BPCE,Buffering and attenuation of mass flows,680526.0,1.0,
Groupe BPCE,Climate regulation,3619605.0,4.425268431641606e-33,
Groupe BPCE,Dilution by atmosphere and ecosystems,2481167.0,1.0910854942282889e-18,
Groupe BPCE,Disease control,608880.0,1.0,
Groupe BPCE,Fibres and other materials,804223.0,0.9999999999999851,
Groupe BPCE,Filtration,4015689.0,1.4989954906333508e-52,
Groupe BPCE,Flood and storm protection,4103825.0,7.067606368928656e-55,
Groupe BPCE,Genetic materials,668154.0,1.0,
Groupe BPCE,Ground water,7124083.0,7.527778788669036e-171,
Groupe BPCE,Maintain nursery habitats,42734.0,1.0,
Groupe BPCE,Mass stabilisation and erosion control,6588258.0,3.749663213118281e-127,
Groupe BPCE,Mediation of sensory impacts,1106999.0,0.9999999803998663,
Groupe BPCE,Pest control,796332.0,1.0,
Groupe BPCE,Pollination,551430.0,1.0,
Groupe BPCE,Soil quality,1323371.0,0.9912602009520859,
Groupe BPCE,Surface water,7106861.0,2.287213210108117e-168,
Groupe BPCE,Ventilation,1275215.0,0.9984208190291359,
Groupe BPCE,Water flow maintenance,4201534.0,2.2635838216288282e-67,
Groupe BPCE,Water quality,3666259.0,5.075757874549802e-55,
HSBC Holdings PLC,Animal-based energy,986667.0,1.0,
HSBC Holdings PLC,Bio-remediation,5104407.0,1.0,
HSBC Holdings PLC,Buffering and attenuation of mass flows,1992595.0,1.0,
HSBC Holdings PLC,Climate regulation,4643258.0,1.0,
HSBC Holdings PLC,Dilution by atmosphere and ecosystems,4433418.0,1.0,
HSBC Holdings PLC,Disease control,1740870.0,1.0,
HSBC Holdings PLC,Fibres and other materials,2271530.0,1.0,
HSBC Holdings PLC,Filtration,5897630.0,0.9871895342379283,
HSBC Holdings PLC,Flood and storm protection,5462325.0,0.999999999991036,
