Bank,service,statistic,p-value,z
Goldman Sachs Group Inc,Pest control,4407563.0,1.0,
Goldman Sachs Group Inc,Pollination,4171715.0,1.0,
Goldman Sachs Group Inc,Soil quality,4434985.0,1.0,
Goldman Sachs Group Inc,Surface water,4458530.0,1.0,
Goldman Sachs Group Inc,Ventilation,4402751.0,1.0,
Goldman Sachs Group Inc,Water flow maintenance,4434262.0,1.0,
Goldman Sachs Group Inc,Water quality,4423200.0,1.0,
Groupe BPCE,Animal-based energy,10046019.0,1.1626387160787217e-240,
Groupe BPCE,Bio-remediation,9723964.0,8.086442491469077e-199,
Groupe BPCE,Buffering and attenuation of mass flows,9850682.0,8.413415548836571e-215,
Groupe BPCE,Climate regulation,9707590.0,8.462220061621335e-197,
Groupe BPCE,Dilution by atmosphere and ecosystems,9803295.0,9.437354336980452e-209,
Groupe BPCE,Disease control,10054910.0,7.130926716066922e-242,
Groupe BPCE,Fibres and other materials,9917498.0,1.763565526489342e-223,
Groupe BPCE,Filtration,9712378.0,2.1775276365672143e-197,
Groupe BPCE,Flood and storm protection,9723589.0,8.997671527105459e-199,
Groupe BPCE,Genetic materials,10153507.0,1.597534485240276e-255,
Groupe BPCE,Ground water,9737320.0,1.7889082862920024e-200,
Groupe BPCE,Maintain nursery habitats,10003452.0,6.713647188250873e-235,
Groupe BPCE,Mass stabilisation and erosion control,9719042.0,3.2807950245927712e-198,
Groupe BPCE,Mediation of sensory impacts,9713614.0,1.5333350061945824e-197,
Groupe BPCE,Pest control,9800818.0,1.9439666908584743e-208,
Groupe BPCE,Pollination,10055075.0,6.770472738926516e-242,
Groupe BPCE,Soil quality,9801821.0,1.4508962484721885e-208,
Groupe BPCE,Surface water,9738744.0,1.1904392035120662e-200,
Groupe BPCE,Ventilation,9771590.0,9.41693358067295e-205,
Groupe BPCE,Water flow maintenance,9766739.0,3.8224197941691156e-204,
Groupe BPCE,Water quality,9766475.0,4.124999782141042e-204,
HSBC Holdings PLC,Animal-based energy,5095332.0,1.0,
HSBC Holdings PLC,Bio-remediation,5215755.0,1.0,
HSBC Holdings PLC,Buffering and attenuation of mass flows,5206304.0,1.0,
HSBC Holdings PLC,Climate regulation,5180150.0,1.0,
HSBC Holdings PLC,Dilution by atmosphere and ecosystems,5177848.0,1.0,
HSBC Holdings PLC,Disease control,5092570.0,1.0,
HSBC Holdings PLC,Fibres and other materials,5120746.0,1.0,
HSBC Holdings PLC,Filtration,5242516.0,1.0,
HSBC Holdings PLC,Flood and storm protection,5195994.0,1.0,
HSBC Holdings PLC,Genetic materials,5066347.0,1.0,
HSBC Holdings PLC,Ground water,5200995.0,1.0,
HSBC Holdings PLC,Maintain nursery habitats,5000713.0,1.0,
HSBC Holdings PLC,Mass stabilisation and erosion control,5203022.0,1.0,
HSBC Holdings PLC,Mediation of sensory impacts,5211337.0,1.0,
HSBC Holdings PLC,Pest control,5174989.0,1.0,
HSBC Holdings PLC,Pollination,5097029.0,1.0,
HSBC Holdings PLC,Soil quality,5201090.0,1.0,
HSBC Holdings PLC,Surface water,5201520.0,1.0,
HSBC Holdings PLC,Ventilation,5175921.0,1.0,
HSBC Holdings PLC,Water flow maintenance,5197392.0,1.0,
HSBC Holdings PLC,Water quality,5199611.0,1.0,
ING Groupe NV,Animal-based energy,11739512.0,0.0,
ING Groupe NV,Bio-remediation,11648358.0,0.0,
ING Groupe NV,Buffering and attenuation of mass flows,11728918.0,0.0,
ING Groupe NV,Climate regulation,11650646.0,0.0,
ING Groupe NV,Dilution by atmosphere and ecosystems,11657006.0,0.0,
ING Groupe NV,Disease control,11749500.0,0.0,
ING Groupe NV,Fibres and other materials,11717274.0,0.0,
ING Groupe NV,Filtration,11658242.0,0.0,
ING Groupe NV,Flood and storm protection,11653013.0,0.0,
ING Groupe NV,Genetic materials,11771871.0,0.0,
ING Groupe NV,Ground water,11649148.0,0.0,
ING Groupe NV,Maintain nursery habitats,11751798.0,0.0,
ING Groupe NV,Mass stabilisation and erosion control,11650967.0,0.0,
ING Groupe NV,Mediation of sensory impacts,11640671.0,0.0,
ING Groupe NV,Pest control,11704913.0,0.0,
ING Groupe NV,Pollination,11744448.0,0.0,
ING Groupe NV,Soil quality,11703757.0,0.0,
ING Groupe NV,Surface water,11651265.0,0.0,
ING Groupe NV,Ventilation,11647925.0,0.0,
ING Groupe NV,Water flow maintenance,11654172.0,0.0,
ING Groupe NV,Water quality,11662252.0,0.0,
Industrial & Commercial Bank of China Ltd,Animal-based energy,12861779.0,0.0,
Industrial & Commercial Bank of China Ltd,Bio-remediation,12853812.0,0.0,
Industrial & Commercial Bank of China Ltd,Buffering and attenuation of mass flows,12858607.0,0.0,
Industrial & Commercial Bank of China Ltd,Climate regulation,12853691.0,0.0,
Industrial & Commercial Bank of China Ltd,Dilution by atmosphere and ecosystems,12857687.0,0.0,
Industrial & Commercial Bank of China Ltd,Disease control,12861666.0,0.0,
Industrial & Commercial Bank of China Ltd,Fibres and other materials,12858943.0,0.0,
Industrial & Commercial Bank of China Ltd,Filtration,12855624.0,0.0,
Industrial & Commercial Bank of China Ltd,Flood and storm protection,12854282.0,0.0,
Industrial & Commercial Bank of China Ltd,Genetic materials,12867517.0,0.0,
Industrial & Commercial Bank of China Ltd,Ground water,12855779.0,0.0,
Industrial & Commercial Bank of China Ltd,Maintain nursery habitats,12860683.0,0.0,
Industrial & Commercial Bank of China Ltd,Mass stabilisation and erosion control,12853314.0,0.0,
Industrial & Commercial Bank of China Ltd,Mediation of sensory impacts,12855180.0,0.0,
Industrial & Commercial Bank of China Ltd,Pest control,12856915.0,0.0,
Industrial & Commercial Bank of China Ltd,Pollination,12861784.0,0.0,
Industrial & Commercial Bank of China Ltd,Soil quality,12856807.0,0.0,
Industrial & Commercial Bank of China Ltd,Surface water,12855691.0,0.0,
Industrial & Commercial Bank of China Ltd,Ventilation,12856286.0,0.0,
Industrial & Commercial Bank of China Ltd,Water flow maintenance,12856573.0,0.0,
Industrial & Commercial Bank of China Ltd,Water quality,12856303.0,0.0,
JPMorgan Chase & Co,Animal-based energy,4427401.0,1.0,
JPMorgan Chase & Co,Bio-remediation,4650098.0,1.0,
JPMorgan Chase & Co,Buffering and attenuation of mass flows,4595157.0,1.0,
JPMorgan Chase & Co,Climate regulation,4612237.0,1.0,
JPMorgan Chase & Co,Dilution by atmosphere and ecosystems,4549336.0,1.0,
JPMorgan Chase & Co,Disease control,4423154.0,1.0,
JPMorgan Chase & Co,Fibres and other materials,4466369.0,1.0,
JPMorgan Chase & Co,Filtration,4676940.0,1.0,
JPMorgan Chase & Co,Flood and storm protection,4621650.0,1.0,
JPMorgan Chase & Co,Genetic materials,4515208.0,1.0,
JPMorgan Chase & Co,Ground water,4627010.0,1.0,
JPMorgan Chase & Co,Maintain nursery habitats,4535788.0,1.0,
JPMorgan Chase & Co,Mass stabilisation and erosion control,4634974.0,1.0,
JPMorgan Chase & Co,Mediation of sensory impacts,4653229.0,1.0,
JPMorgan Chase & Co,Pest control,4604392.0,1.0,
JPMorgan Chase & Co,Pollination,4417938.0,1.0,
JPMorgan Chase & Co,Soil quality,4610394.0,1.0,
JPMorgan Chase & Co,Surface water,4634114.0,1.0,
JPMorgan Chase & Co,Ventilation,4580591.0,1.0,
JPMorgan Chase & Co,Water flow maintenance,4610777.0,1.0,
JPMorgan Chase & Co,Water quality,4605902.0,1.0,
Mitsubishi UFJ Financial Group Inc,Animal-based energy,8582643.0,5.788159152660112e-83,
Mitsubishi UFJ Financial Group Inc,Bio-remediation,8731016.0,3.6340620129790594e-95,
Mitsubishi UFJ Financial Group Inc,Buffering and attenuation of mass flows,8666614.0,9.155422952649152e-90,
Mitsubishi UFJ Financial Group Inc,Climate regulation,8706612.0,4.227150409997902e-93,
Mitsubishi UFJ Financial Group Inc,Dilution by atmosphere and ecosystems,8683591.0,3.576540124780682e-91,
Mitsubishi UFJ Financial Group Inc,Disease control,8616864.0,1.056763760806468e-85,
Mitsubishi UFJ Financial Group Inc,Fibres and other materials,8656981.0,5.698346135129833e-89,
Mitsubishi UFJ Financial Group Inc,Filtration,8732506.0,2.713464692532773e-95,
Mitsubishi UFJ Financial Group Inc,Flood and storm protection,8717063.0,5.549584780592046e-94,
Mitsubishi UFJ Financial Group Inc,Genetic materials,8866501.0,4.700456363573864e-107,
Mitsubishi UFJ Financial Group Inc,Ground water,8703487.0,7.742690404073449e-93,
Mitsubishi UFJ Financial Group Inc,Maintain nursery habitats,8677610.0,1.1242248889527234e-90,
Mitsubishi UFJ Financial Group Inc,Mass stabilisation and erosion control,8709350.0,2.4856659010082344e-93,
Mitsubishi UFJ Financial Group Inc,Mediation of sensory impacts,8720439.0,2.8741548516629146e-94,
Mitsubishi UFJ Financial Group Inc,Pest control,8660086.0,3.1636588078207576e-89,
Mitsubishi UFJ Financial Group Inc,Pollination,8597835.0,3.567752509924616e-84,
Mitsubishi UFJ Financial Group Inc,Soil quality,8678331.0,9.794159499351971e-91,
Mitsubishi UFJ Financial Group Inc,Surface water,8705765.0,4.981113262384985e-93,
Mitsubishi UFJ Financial Group Inc,Ventilation,8680238.0,6.799471748707197e-91,
Mitsubishi UFJ Financial Group Inc,Water flow maintenance,8687217.0,1.7833769041720819e-91,
Mitsubishi UFJ Financial Group Inc,Water quality,8700988.0,1.2554821049829869e-92,
Mizuho Financial Group Inc,Animal-based energy,10878659.0,0.0,
Mizuho Financial Group Inc,Bio-remediation,10954359.0,0.0,
Mizuho Financial Group Inc,Buffering and attenuation of mass flows,10905556.0,0.0,
Mizuho Financial Group Inc,Climate regulation,10978421.0,0.0,
Mizuho Financial Group Inc,Dilution by atmosphere and ecosystems,10915177.0,0.0,
Mizuho Financial Group Inc,Disease control,10879169.0,0.0,
Mizuho Financial Group Inc,Fibres and other materials,10883336.0,0.0,
Mizuho Financial Group Inc,Filtration,10958190.0,0.0,
Mizuho Financial Group Inc,Flood and storm protection,10959436.0,0.0,
Mizuho Financial Group Inc,Genetic materials,10909214.0,0.0,
Mizuho Financial Group Inc,Ground water,10959660.0,0.0,
Mizuho Financial Group Inc,Maintain nursery habitats,10930307.0,0.0,
